0,7,7,3,3,3,4,2,3,3,6,5
1,7,7,2,3,2,3,4,5,3,5,7
2,5,7,2,2,2,5,2,2,3,6,5
3,6,7,2,2,3,3,3,3,3,6,5
5,6,6,6,2,6,3,2,3,3,6,5
