0,6,7,4,6,4,5,3,3,3,3,5
1,5,7,4,4,3,3,3,2,3,4,6
2,7,7,4,4,4,2,3,4,3,4,4
3,7,4,4,4,4,4,2,4,3,4,4
4,7,7,3,4,3,5,2,2,3,4,5
