0,5,5,4,5,5,5,4,5,3,4,3
1,5,7,4,4,5,5,5,3,3,3,2
2,6,7,4,6,7,5,6,3,3,3,2
3,6,7,2,6,5,6,6,5,3,3,3
4,6,6,5,5,6,5,5,7,3,4,2
